dataset_row,source_row_key,tweet_id,dataset_id_raw,tweet_url,language_recorded,original_has_devanagari,text_original,text_translated,text_for_current_parser,audit_class,possible_spatial_meaning_change,possible_toponym_change,possible_spatial_relation_change,severe_inspected,requires_manual_inspection,review_level,review_note,discrepancy_tags,known_original_toponyms,latin_dictionary_mentions_original,latin_dictionary_mentions_parser,unmatched_original_toponyms,possible_mention_count_loss,relation_flags,existing_address,existing_locations,existing_lat,existing_lon,existing_confidence
1431,7074,910424547253293057,9.10E+17,https://twitter.com/dtptraffic/status/910424547253293057,en,False,"Part1/2..Traffic Alert Traffic is heavy on Rani Jhansi Road, Filmistan, Pahari Dheeraj, Bara Tooti, Sadar Bazar, Qutub Road, Chandni Chowk","Part1/2..Traffic is heavy on Rani Jhansi Road, Filmistan, Pahari Dheeraj, Bara Tooti, Sadar Bazar, Qutub Road, Chandni Chowk","Part1/2..Traffic is heavy on Rani Jhansi Road, Filmistan, Pahari Dheeraj, Bara Tooti, Sadar Bazar, Qutub Road, Chandni Chowk",BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Rani Jhansi Road"", ""Filmistan"", ""Sadar Bazar"", ""Chandni Chowk""]","[""Rani Jhansi Road"", ""Filmistan"", ""Sadar Bazar"", ""Chandni Chowk""]",,,,"Rani Khera, North West Delhi, Delhi, India","Rani,  Rani Jhansi,  Rani Jhansi Road,  Jhansi,  Jhansi Road,  Filmistan,  Pahari,  Bara,  Tooti,  Sadar,  Sadar Bazar,  Bazar,  Qutub,  Qutub Road,  Chandni,  Chandni Chowk,  Chowk",28.7061763,77.0234192,8
1432,7081,910366532160671744,9.10E+17,https://twitter.com/dtptraffic/status/910366532160671744,en,False,Traffic Alert Traffic is heavy from Kalka Dass Chowk towards Rohtak Road due to breakdown of a DTC bus on Faiz Road.,Traffic is heavy from Kalka Dass Chowk towards Rohtak Road due to breakdown of a DTC bus on Faiz Road.,Traffic is heavy from Kalka Dass Chowk towards Rohtak Road due to breakdown of a DTC bus on Faiz Road.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Rohtak Road"", ""Faiz Road""]","[""Rohtak Road"", ""Faiz Road""]",,,,"Plot 31, Kalka Apartments, Sector 6, Dwarka, South West Delhi, Delhi, 110075, India","Kalka,  Dass,  Chowk,  Rohtak,  Rohtak Road,  DTC,  Faiz,  Faiz Road",28.589715,77.06734164,10
1433,7087,910364679301681153,9.10E+17,https://twitter.com/dtptraffic/status/910364679301681153,hi,True,"Traffic Alert जो वाहन वसंत विहार से गुरुग्राम या एयरपोर्ट की तरफ जाना चाहते है, वह नेल्सन मंडेला मार्ग से जा सकते हैI",", who wants to go from Vasant Vihar to Gurujram or Airport, can go by Nelson Mandela route.",", who wants to go from Vasant Vihar to Gurujram or Airport, can go by Nelson Mandela route.",POSSIBLE_TOPONYM_CHANGE,True,True,False,False,True,automated_screen,,,"[{""canonical"": ""Vasant Vihar"", ""surface"": ""वसंत विहार""}, {""canonical"": ""Gurugram"", ""surface"": ""गुरुग्राम""}]",[],"[""Vasant Vihar"", ""Airport""]",Gurugram,,,"Vasant Vihar, New Delhi, Delhi, 110057, India","Vasant,  Vasant Vihar,  Airport,  Nelson,  Nelson Mandela,  Mandela",28.56069055,77.16079073,7
1434,7089,910138769168244736,9.10E+17,https://twitter.com/dtptraffic/status/910138769168244736,en,False,Traffic Alert Akbar Road is closed due to procession.,Akbar Road is closed due to procession.,Akbar Road is closed due to procession.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Akbar Road""]","[""Akbar Road""]",,,,"Akbar Road, Pandara Park, New Delhi, Delhi, 020626, India","Akbar,  Akbar Road",28.6101674,77.2244416,10
1435,7090,910128632063856640,9.10E+17,https://twitter.com/dtptraffic/status/910128632063856640,en,False,Traffic Alert Obstruction in traffic in the carriageway from Y-Point Seelampur towards Dharampura due to breakdown of a DTC bus 2/1,Obstruction in traffic in the carriageway from Y-Point Seelampur towards Dharampura due to breakdown of a DTC bus 2/1,Obstruction in traffic in the carriageway from Y-Point Seelampur towards Dharampura due to breakdown of a DTC bus 2/1,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Seelampur"", ""Dharampura""]","[""Seelampur"", ""Dharampura""]",,,,"Dharampura, Najafgarh, Chhawala, South West Delhi, Delhi, India","YPoint,  YPoint Seelampur,  Seelampur,  Dharampura,  DTC",28.6086643,76.990166,8
1436,7092,910061609510244352,9.10E+17,https://twitter.com/dtptraffic/status/910061609510244352,en,False,Traffic Alert Traffic will remain heavy from Azadpur bus terminal to GTK(both carriageways) due to ongoing repair work of Azadpur 2/1,Traffic will remain heavy from Azadpur bus terminal to GTK(both carriageways) due to ongoing repair work of Azadpur 2/1,Traffic will remain heavy from Azadpur bus terminal to GTK(both carriageways) due to ongoing repair work of Azadpur 2/1,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Azadpur"", ""Azadpur""]","[""Azadpur"", ""Azadpur""]",,,,"Azadpur, North Delhi, Delhi, India","Azadpur,  Azadpur",28.7076568,77.1755473,8
1437,7093,909997652737060866,9.10E+17,https://twitter.com/dtptraffic/status/909997652737060866,en,False,Traffic Alert Obstruction in traffic in the carriageway from Laxmi Nagar towards ITO due to breakdown of a truck near Yamuna bridge.,Obstruction in traffic in the carriageway from Laxmi Nagar towards ITO due to breakdown of a truck near Yamuna bridge.,Obstruction in traffic in the carriageway from Laxmi Nagar towards ITO due to breakdown of a truck near Yamuna bridge.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Laxmi Nagar"", ""ITO"", ""Yamuna""]","[""Laxmi Nagar"", ""ITO"", ""Yamuna""]",,,,"Laxmi Bai Nagar, New Delhi, Delhi, India","Laxmi,  Laxmi Nagar,  ITO,  Yamuna",28.576794,77.2062778,7
1438,7095,909991830921535488,9.10E+17,https://twitter.com/dtptraffic/status/909991830921535488,en,False,Traffic Alert Obstruction in traffic in the carriageway from Mother Dairy towards Laxmi Nagar due to breakdown of a DTC bus on flyover.,Obstruction in traffic in the carriageway from Mother Dairy towards Laxmi Nagar due to breakdown of a DTC bus on flyover.,Obstruction in traffic in the carriageway from Mother Dairy towards Laxmi Nagar due to breakdown of a DTC bus on flyover.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Mother Dairy"", ""Laxmi Nagar"", ""flyover""]","[""Mother Dairy"", ""Laxmi Nagar"", ""flyover""]",,,,"Mother Dairy, Patparganj Indl Area, East Delhi, Delhi, India","Mother,  Mother Dairy,  Dairy,  Laxmi,  Laxmi Nagar,  DTC",28.62163225,77.28701726,8
1439,7099,909783219968421889,9.10E+17,https://twitter.com/dtptraffic/status/909783219968421889,en,False,Traffic Alert Breakdown Bus removed from Hanuman Mandir and traffic is normal in the carriageway from Govind Puri towards Hamdard Nagar.,Breakdown Bus removed from Hanuman Mandir and traffic is normal in the carriageway from Govind Puri towards Hamdard Nagar.,Breakdown Bus removed from Hanuman Mandir and traffic is normal in the carriageway from Govind Puri towards Hamdard Nagar.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Hanuman Mandir"", ""Govind Puri"", ""Hamdard Nagar""]","[""Hanuman Mandir"", ""Govind Puri"", ""Hamdard Nagar""]",,,,"Govind Mohalla, North West Delhi, Delhi, 10089, India","Bus,  Hanuman,  Hanuman Mandir,  Mandir,  Govind,  Govind Puri,  Puri,  Hamdard,  Hamdard Nagar",28.7231976,77.1469825,7
1440,7102,909777042119434240,9.10E+17,https://twitter.com/dtptraffic/status/909777042119434240,en,False,Traffic Alert Traffic is heavy in the carriageway from Darya Ganj towards Red Fort due to Vishwakarma procession.,Traffic is heavy in the carriageway from Darya Ganj towards Red Fort due to Vishwakarma procession.,Traffic is heavy in the carriageway from Darya Ganj towards Red Fort due to Vishwakarma procession.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Red Fort""]","[""Red Fort""]",,,,"Deputy Ganj, Old Delhi, Delhi, Central Delhi, Delhi, India","Darya,  Ganj,  Red,  Red Fort,  Fort,  Vishwakarma",28.6597855,77.21229552,9
1441,7106,909757659414282240,9.10E+17,https://twitter.com/dtptraffic/status/909757659414282240,en,False,Traffic Alert Obstruction in traffic in the carriageway from Dhaula Kuan to Mahipalpur due to breakdown of a Cluster Bus near Mahipalpur.,Obstruction in traffic in the carriageway from Dhaula Kuan to Mahipalpur due to breakdown of a Cluster Bus near Mahipalpur.,Obstruction in traffic in the carriageway from Dhaula Kuan to Mahipalpur due to breakdown of a Cluster Bus near Mahipalpur.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Dhaula Kuan"", ""Mahipalpur"", ""Mahipalpur""]","[""Dhaula Kuan"", ""Mahipalpur"", ""Mahipalpur""]",,,,"Dhaula Kuan Enclave II, Delhi Cantonment, New Delhi, Delhi, India","Dhaula,  Dhaula Kuan,  Kuan,  Mahipalpur,  Cluster,  Cluster Bus,  Bus,  Mahipalpur",28.60067635,77.16468537,7
1442,7108,909751093688598528,9.10E+17,https://twitter.com/dtptraffic/status/909751093688598528,en,False,Traffic Alert Obstruction in traffic in the carriageway from AIIMS towards Lajpat Nagar due to breakdown of a DTC Bus no. DL1PC0134.,Obstruction in traffic in the carriageway from AIIMS towards Lajpat Nagar due to breakdown of a DTC Bus no. DL1PC0134.,Obstruction in traffic in the carriageway from AIIMS towards Lajpat Nagar due to breakdown of a DTC Bus no. DL1PC0134.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""AIIMS"", ""Lajpat Nagar""]","[""AIIMS"", ""Lajpat Nagar""]",,,,"Lajpat Nagar IV, South East Delhi, Delhi, India","AIIMS,  Lajpat,  Lajpat Nagar,  DTC,  DTC Bus,  Bus",28.561184,77.2398036,7
1443,7110,909744717759340544,9.10E+17,https://twitter.com/dtptraffic/status/909744717759340544,en,False,Traffic Alert Obstruction in traffic in the carriageway from Govind Puri towards Hamdard Nagar due to breakdown of a DTC Bus no. DL1PC0736.,Obstruction in traffic in the carriageway from Govind Puri towards Hamdard Nagar due to breakdown of a DTC Bus no. DL1PC0736.,Obstruction in traffic in the carriageway from Govind Puri towards Hamdard Nagar due to breakdown of a DTC Bus no. DL1PC0736.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Govind Puri"", ""Hamdard Nagar""]","[""Govind Puri"", ""Hamdard Nagar""]",,,,"Govind Mohalla, North West Delhi, Delhi, 10089, India","Govind,  Govind Puri,  Puri,  Hamdard,  Hamdard Nagar,  DTC,  DTC Bus,  Bus",28.7231976,77.1469825,7
1444,7114,909299581396979712,9.09E+17,https://twitter.com/dtptraffic/status/909299581396979712,en,False,Traffic Alert Obstruction in traffic on Okhla Estate Road in both carriageways due to ongoing civic work. Kindly avoid the stretch.,Obstruction in traffic on Okhla Estate Road in both carriageways due to ongoing civic work. Kindly avoid the stretch.,Obstruction in traffic on Okhla Estate Road in both carriageways due to ongoing civic work. Kindly avoid the stretch.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Okhla""]","[""Okhla""]",,,,"Okhla, South East Delhi, Delhi, India","Okhla,  Okhla Estate,  Okhla Estate Road,  Estate,  Estate Road",28.5636616,77.2890546,9
1445,7116,909006988847202304,9.09E+17,https://twitter.com/dtptraffic/status/909006988847202304,en,False,Traffic Alert Obstruction in traffic in the carriageway from Kalindi Kunj towards Noida due to overturn a truck near Yamuna bridge.,Obstruction in traffic in the carriageway from Kalindi Kunj towards Noida due to overturn a truck near Yamuna bridge.,Obstruction in traffic in the carriageway from Kalindi Kunj towards Noida due to overturn a truck near Yamuna bridge.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Kalindi Kunj"", ""Noida"", ""Yamuna""]","[""Kalindi Kunj"", ""Noida"", ""Yamuna""]",,,,"Kalindi Colony, South East Delhi, Delhi, 110014, India","Kalindi,  Kalindi Kunj,  Kunj,  Noida,  Yamuna",28.5763828,77.26592,7
1446,7119,908963777290412037,9.09E+17,https://twitter.com/dtptraffic/status/908963777290412037,en,False,Traffic Alert Obstruction in traffic in the carriageway from Nangloi to Najafgarh due to demonstration by some people near Shiv Ram park.,Obstruction in traffic in the carriageway from Nangloi to Najafgarh due to demonstration by some people near Shiv Ram park.,Obstruction in traffic in the carriageway from Nangloi to Najafgarh due to demonstration by some people near Shiv Ram park.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Nangloi"", ""Najafgarh"", ""Ram park""]","[""Nangloi"", ""Najafgarh"", ""Ram park""]",,,,"Nangloi, West Delhi, Delhi, 110041, India","Nangloi,  Najafgarh,  Shiv,  Ram",28.6787059,77.0671807,7
1447,7122,908683631979200512,9.09E+17,https://twitter.com/dtptraffic/status/908683631979200512,en,False,Traffic Alert Obstruction in traffic in the carriageway from Chirag Delhi to Nehru Place due to breakdown of a bus under Nehru Place Flyover,Obstruction in traffic in the carriageway from Chirag Delhi to Nehru Place due to breakdown of a bus under Nehru Place Flyover,Obstruction in traffic in the carriageway from Chirag Delhi to Nehru Place due to breakdown of a bus under Nehru Place Flyover,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Chirag Delhi"", ""Nehru Place"", ""Nehru Place Flyover""]","[""Chirag Delhi"", ""Nehru Place"", ""Nehru Place Flyover""]",,,,"Chirag Delhi, Tigri, South Delhi, Delhi, India","Chirag,  Chirag Delhi,  Delhi,  Nehru,  Nehru Place,  Nehru,  Nehru Place,  Place Flyover,  Flyover",28.5381411,77.2280694,8
1448,7125,908555330128187394,9.09E+17,https://twitter.com/dtptraffic/status/908555330128187394,en,False,Traffic Alert Traffic is heavy on NH-24 in the carriageway form Ghazipur towards Nizamuddin due to demonstration near Samaspur village .,Traffic is heavy on NH-24 in the carriageway form Ghazipur towards Nizamuddin due to demonstration near Samaspur village .,Traffic is heavy on NH-24 in the carriageway form Ghazipur towards Nizamuddin due to demonstration near Samaspur village .,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Ghazipur"", ""Nizamuddin"", ""Samaspur""]","[""Ghazipur"", ""Nizamuddin"", ""Samaspur""]",,,,"Ghazipur, East Delhi, Delhi, India","NH24,  Ghazipur,  Nizamuddin,  Samaspur",28.6281825,77.32544159,7
1449,7131,908317758248456192,9.08E+17,https://twitter.com/dtptraffic/status/908317758248456192,en,False,Traffic Alert Obstruction in traffic from Rajouri Garden towards Punjabi Bagh due to breakdown of a DTC bus No. DL1PC0148.,Obstruction in traffic from Rajouri Garden towards Punjabi Bagh due to breakdown of a DTC bus No. DL1PC0148.,Obstruction in traffic from Rajouri Garden towards Punjabi Bagh due to breakdown of a DTC bus No. DL1PC0148.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Rajouri Garden"", ""Punjabi Bagh""]","[""Rajouri Garden"", ""Punjabi Bagh""]",,,,"Rajouri Garden, West Delhi, Delhi, India","Rajouri,  Rajouri Garden,  Garden,  Punjabi,  Punjabi Bagh,  Bagh,  DTC,  No",28.6421518,77.11606038,7
1450,7135,908270317218390016,9.08E+17,https://twitter.com/dtptraffic/status/908270317218390016,en,False,Traffic Alert Breakdown crane removed from Naraina Flyover.,Breakdown crane removed from Naraina Flyover.,Breakdown crane removed from Naraina Flyover.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Naraina Flyover""]","[""Naraina Flyover""]",,,,"Naraina, New Delhi, Delhi, India","Naraina,  Flyover",28.6220547,77.1386441,7
1451,7136,908209913985302528,9.08E+17,https://twitter.com/dtptraffic/status/908209913985302528,en,False,Traffic Alert Traffic is heavy in the carriageway from Patparganj towards Noida due to demonstration.Kindly avoid the stretch.,Traffic is heavy in the carriageway from Patparganj towards Noida due to demonstration.Kindly avoid the stretch.,Traffic is heavy in the carriageway from Patparganj towards Noida due to demonstration.Kindly avoid the stretch.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Patparganj"", ""Noida""]","[""Patparganj"", ""Noida""]",,,,"Patparganj, East Delhi, Delhi, 110091, India","Patparganj,  Noida",28.6115923,77.2905644,7
1452,7137,908207733848936448,9.08E+17,https://twitter.com/dtptraffic/status/908207733848936448,en,False,Traffic Alert Sansad Marg is closed due to demonstration.Traffic is heavy from Patel Chowk to Tolstoy Marg and Tolstoy Marg to Jantar Mantar,Sansad Marg is closed due to demonstration.Traffic is heavy from Patel Chowk to Tolstoy Marg and Tolstoy Marg to Jantar Mantar,Sansad Marg is closed due to demonstration.Traffic is heavy from Patel Chowk to Tolstoy Marg and Tolstoy Marg to Jantar Mantar,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Sansad Marg"", ""Patel Chowk"", ""Tolstoy Marg"", ""Tolstoy Marg"", ""Jantar Mantar""]","[""Sansad Marg"", ""Patel Chowk"", ""Tolstoy Marg"", ""Tolstoy Marg"", ""Jantar Mantar""]",,,,"Sansad Bhavan, Lok Sabha Marg, Raisina Hill, New Delhi, Delhi, 110004, India","Sansad,  Sansad Marg,  Marg,  Patel,  Patel Chowk,  Chowk,  Tolstoy,  Tolstoy Marg,  Marg,  Tolstoy,  Tolstoy Marg,  Marg,  Jantar,  Jantar Mantar,  Mantar",28.6171875,77.2078082,9
1453,7144,908182512861454336,9.08E+17,https://twitter.com/dtptraffic/status/908182512861454336,en,False,Traffic Alert Traffic will remain heavy on Rani Jhasi Road due to ongoing work by PWD on Azad Market Chowk. Kindly avoid the stretch.,Traffic will remain heavy on Rani Jhasi Road due to ongoing work by PWD on Azad Market Chowk. Kindly avoid the stretch.,Traffic will remain heavy on Rani Jhasi Road due to ongoing work by PWD on Azad Market Chowk. Kindly avoid the stretch.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""PWD"", ""Azad Market""]","[""PWD"", ""Azad Market""]",,,,"Rani Khera, North West Delhi, Delhi, India","Rani,  PWD,  Azad,  Azad Market,  Azad Market Chowk,  Market,  Market Chowk,  Chowk",28.7061763,77.0234192,8
1454,7148,908178281513476096,9.08E+17,https://twitter.com/dtptraffic/status/908178281513476096,en,False,Traffic Alert Obstruction in traffic from Chandgi Ram Akhara towards ISBT due to breakdown of an LGV. Kindly avoid the stretch.,Obstruction in traffic from Chandgi Ram Akhara towards ISBT due to breakdown of an LGV. Kindly avoid the stretch.,Obstruction in traffic from Chandgi Ram Akhara towards ISBT due to breakdown of an LGV. Kindly avoid the stretch.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""ISBT""]","[""ISBT""]",,,,"Ganga Ram Vatika, West Delhi, Delhi, India","Ram,  ISBT",28.6432092,77.09973354,9
1455,7149,908164877298024448,9.08E+17,https://twitter.com/dtptraffic/status/908164877298024448,en,False,Traffic Alert Traffic will remain heavy from Narayna towards Dhoula Kuan due to breakdown of a crane near Narayna Flyover.,Traffic will remain heavy from Narayna towards Dhoula Kuan due to breakdown of a crane near Narayna Flyover.,Traffic will remain heavy from Narayna towards Dhoula Kuan due to breakdown of a crane near Narayna Flyover.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Flyover""]","[""Flyover""]",,,,"Dhaula Kuan Enclave II, Delhi Cantonment, New Delhi, Delhi, India","Kuan,  Flyover",28.60067635,77.16468537,7
